function_id,text,id,part_type_id,ind
1050,Оформление экспертного заключения органа по сертификации,22360,4,22375
1051,Разработка программы и методик сертификационных испытаний технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям по безопасности информации,22361,4,22376
1051,Проведение сертификационных испытаний технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям по безопасности информации,22362,4,22377
1051,Подготовка протоколов испытаний и технического заключения по результатам сертификационных испытаний технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям по безопасности информации,22363,4,22378
1051,Проведение экспертизы технических и эксплуатационных документов на сертифицируемые технические средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам и материалов сертификационных испытаний,22364,4,22379
1051,Оформление экспертного заключения органа по сертификации,22365,4,22380
1052,Разработка программы и методик сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22366,4,22381
1052,Проведение сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22367,4,22382
1052,Подготовка протоколов испытаний и технического заключения по результатам сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22368,4,22383
1052,Проведение экспертизы технических и эксплуатационных документов на сертифицируемые программные (программно-технические) средства контроля защищенности информации от несанкционированного доступа и материалов сертификационных испытаний,22369,4,22384
1052,Оформление экспертного заключения органа по сертификации,22370,4,22385
1053,"Определение перечня информации (сведений) ограниченного доступа, подлежащих защите в организации",22371,4,22386
1053,"Определение перечня объектов информатизации, на которых производится обработка информации ограниченного доступа",22372,4,22387
1053,"Анализ данных о назначении, функциях, условиях функционирования технических средств обработки информации ограниченного доступа, установленных на объектах информатизации, и характере обрабатываемой на них информации",22373,4,22388
1053,"Определение перечня выделенных (защищаемых) помещений, в которых происходит обсуждение сведений ограниченного доступа",22374,4,22389
1053,"Анализ сведений, обсуждаемых в выделенных (защищаемых) помещениях",22375,4,22390
1053,Предпроектное обследование объектов вычислительной техники и выделенных (защищаемых) помещений,22376,4,22391
1053,"Организация проведения научных исследований по вопросам технической защиты информации, выполняемых в организации",22377,4,22392
1053,Разработка модели угроз безопасности информации в организации,22378,4,22393
1053,Разработка аналитического обоснования необходимости создания системы защиты информации в организации,22379,4,22394
1053,Разработка технического задания на создание системы защиты информации,22380,4,22395
1054,Организация проведения специальных исследований и специальных проверок технических средств обработки информации ограниченного доступа,22381,4,22396
1054,"Организация установки и настройки технических, программных (программно-технических) средств защиты информации, входящих в состав системы защиты информации организации, в соответствии с техническим проектом и инструкциями по эксплуатации",22382,4,22397
1054,"Разработка организационно-распорядительных документов, определяющих мероприятия по защите информации в организации",22383,4,22398
1054,"Разработка и реализация организационных мер, обеспечивающих эффективность системы защиты информации",22384,4,22399
1054,Организация проведения инструктажа руководящего состава и обучения персонала по вопросам технической защиты информации,22385,4,22400
1054,Организация опытной эксплуатации и доработки системы защиты информации,22386,4,22401
1054,Разработка программы и методики предварительных испытаний системы защиты информации,22387,4,22402
1054,Организация приемочных испытаний системы защиты информации,22388,4,22403
1054,Подготовка объектов вычислительной техники и выделенных (защищаемых) помещений к аттестации по требованиям безопасности информации,22389,4,22404
1054,Организация и сопровождение аттестации объектов вычислительной техники и выделенных (защищаемых) помещений на соответствие требованиям по защите информации,22390,4,22405
1054,Ввод системы защиты информации в эксплуатацию,22391,4,22406
1055,Разработка программы и методик сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22392,4,22407
1055,Проведение сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22393,4,22408
1055,Подготовка протоколов испытаний и технического заключения по результатам сертификационных испытаний программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям по безопасности информации,22394,4,22409
1055,Проведение экспертизы технических и эксплуатационных документов на сертифицируемые программные (программно-технические) средства контроля защищенности информации от несанкционированного доступа и материалов сертификационных испытаний,22395,4,22410
1055,Оформление экспертного заключения органа по сертификации,22396,4,22411
1019,"Производить установку и монтаж технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок в соответствии с техническим проектом, инструкциями по эксплуатации и эксплуатационно-техническими документами",22397,5,22412
1019,Проводить настройку и испытание технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок в соответствии с инструкциями по эксплуатации и требованиями нормативно-методических документов,22398,5,22413
1019,Проводить техническое обслуживание технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22399,5,22414
1019,Проводить устранение выявленных неисправностей технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок и при необходимости организовывать их ремонт с привлечением производителей технических средств защиты информации,22400,5,22415
1020,"Производить установку и монтаж технических средств защиты акустической речевой информации от утечки по техническим каналам в соответствии с техническим проектом, инструкциями по эксплуатации и эксплуатационно-техническими документами",22401,5,22416
1020,"Проводить настройку и испытания технических средств защиты акустической речевой информации от утечки по техническим каналам в соответствии с технической документацией, инструкциями по эксплуатации и эксплуатационно-техническими документами",22402,5,22417
1020,Проводить техническое обслуживание технических средств защиты акустической речевой информации от утечки по техническим каналам в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22403,5,22418
1020,Проводить устранение выявленных неисправностей технических средств защиты акустической речевой информации от утечки по техническим каналам и при необходимости организовывать их ремонт с привлечением производителей технических средств защиты информации,22404,5,22419
1021,Производить установку и настройку программно-технических средств защиты информации от несанкционированного доступа в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22405,5,22420
1021,Проводить испытания программно-технических средств защиты информации от несанкционированного доступа в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22406,5,22421
1021,Проводить техническое обслуживание программно-технических средств защиты информации от несанкционированного доступа в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22407,5,22422
1021,Проводить устранение выявленных неисправностей программно-технических средств защиты информации от несанкционированного доступа и при необходимости организовывать их ремонт с привлечением производителей этих средств,22408,5,22423
1022,Производить установку и монтаж защищенных технических средств обработки информации,22409,5,22424
1022,Проводить настройку защищенных технических средств обработки информации в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22410,5,22425
1022,Проводить испытания защищенных технических средств обработки информации в соответствии с инструкциями по эксплуатации и эксплуатационно-техническими документами,22411,5,22426
1023,Проводить техническое обслуживание защищенных технических средств обработки информации в соответствии с инструкциями по эксплуатации и эксплуатационно-технической документацией,22412,5,22427
1023,Проводить устранение выявленных неисправностей защищенных технических средств обработки информации,22413,5,22428
1023,Организовывать ремонт защищенных технических средств обработки информации с привлечением производителей,22414,5,22429
1024,Разрабатывать конструкторскую и технологическую документацию на техническое средство защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22415,5,22430
1024,Отрабатывать конструкцию технического средства защиты информации на технологичность с учетом стандартов ЕСТД,22416,5,22431
1024,Изготавливать технические средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22417,5,22432
1024,Разрабатывать программы и методики испытаний технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок на соответствие требованиям безопасности информации и техническим условиям,22418,5,22433
1024,Проводить испытания технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок на соответствие требованиям безопасности информации и техническим условиям,22419,5,22434
1025,Разрабатывать конструкторскую и технологическую документацию на техническое средство защиты акустической речевой информации от утечки по техническим каналам,22420,5,22435
1025,Отрабатывать конструкцию технического средства защиты информации на технологичность с учетом стандартов ЕСТД,22421,5,22436
1025,Изготавливать технические средства защиты акустической речевой информации от утечки по техническим каналам,22422,5,22437
1025,Разрабатывать программы и методики испытаний технических средств защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям безопасности информации и техническим условиям,22423,5,22438
1025,Проводить испытания технических средств защиты речевой информации от утечки по техническим каналам на соответствие требованиям безопасности информации и техническим условиям,22424,5,22439
1026,Разрабатывать конструкторскую и технологическую документацию на программно-техническое средство защиты информации от несанкционированного доступа и специальных воздействий,22425,5,22440
1026,Отрабатывать конструкцию средства защиты информации на технологичность с учетом стандартов ЕСТД,22426,5,22441
1026,Изготавливать программно-технические средства защиты информации от несанкционированного доступа и специальных воздействий,22427,5,22442
1026,Разрабатывать программы и методики испытаний программно-технических средств защиты информации от несанкционированного доступа и специальных воздействий на соответствие требованиям по безопасности информации и техническим условиям,22428,5,22443
1026,Проводить испытания программно-технических средств защиты информации от несанкционированного доступа и специальных воздействий на соответствие требованиям безопасности информации и техническим условиям,22429,5,22444
1027,Разрабатывать конструкторскую и технологическую документацию на защищенное техническое средство обработки информации,22430,5,22445
1027,Отрабатывать конструкцию защищенного технического средства обработки информации на технологичность с учетом стандартов ЕСТД,22431,5,22446
1027,Изготавливать защищенное техническое средство или систему обработки информации,22432,5,22447
1027,Разрабатывать программы и методики испытаний защищенных технических средств обработки информации на соответствие требованиям безопасности информации и техническим условиям,22433,5,22448
1027,Проводить испытания защищенных технических средств обработки информации на соответствие требованиям безопасности информации и техническим условиям,22434,5,22449
1028,Разрабатывать конструкторскую и технологическую документацию на технические средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22435,5,22450
1028,Отрабатывать конструкцию технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок на технологичность с учетом стандартов ЕСТД,22436,5,22451
1028,Изготавливать технические средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22437,5,22452
1028,Разрабатывать программы и методики испытаний технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок на соответствие требованиям безопасности информации и техническим условиям,22438,5,22453
1028,Проводить испытания технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок на соответствие требованиям безопасности информации и техническим условиям,22439,5,22454
1029,Разрабатывать конструкторскую и технологическую документацию на технические средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22440,5,22455
1029,Отрабатывать конструкцию технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на технологичность с учетом стандартов ЕСТД,22441,5,22456
1029,Изготавливать технические средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22442,5,22457
1029,Разрабатывать программы и методики испытаний технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям безопасности информации и техническим условиям,22443,5,22458
1029,Проводить испытания технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам на соответствие требованиям безопасности информации и техническим условиям,22444,5,22459
1030,Разрабатывать конструкторскую и технологическую документацию на программно-техническое средство контроля защищенности информации от несанкционированного доступа,22445,5,22460
1030,Отрабатывать конструкцию средств контроля защищенности информации от несанкционированного доступа на технологичность с учетом стандартов ЕСТД,22446,5,22461
1030,Изготавливать программно-технические средства контроля защищенности информации от несанкционированного доступа,22447,5,22462
1030,Разрабатывать программы и методики испытаний программно-технических средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям безопасности информации и техническим условиям,22448,5,22463
1030,Проводить испытания программно-технических средств контроля защищенности информации от несанкционированного доступа на соответствие требованиям безопасности информации и техническим условиям,22449,5,22464
1031,Проводить специальные исследования на побочные электромагнитные излучения и наводки технических средств обработки информации,22450,5,22465
1031,Рассчитывать радиусы опасных зон побочных электромагнитных излучений и наводок,22451,5,22466
1031,Оформлять предписания на эксплуатацию технических средств и протоколы по результатам специальных исследований технических средств обработки информации,22452,5,22467
1032,Проводить контроль защищенности информации от утечки за счет побочных электромагнитных излучений и наводок,22453,5,22468
1032,Проводить оценку защищенности информации от утечки за счет побочных электромагнитных излучений и наводок,22454,5,22469
1032,Рассчитывать показатели защищенности информации от утечки за счет побочных электромагнитных излучений и наводок,22455,5,22470
1032,Оформлять протоколы оценки защищенности информации от утечки за счет побочных электромагнитных излучений и наводок,22456,5,22471
1033,Разрабатывать методики контроля защищенности акустической речевой информации от утечки по техническим каналам,22457,5,22472
1033,"Проводить контроль защищенности акустической речевой информации от утечки по акустическим, вибрационным и акустооптическим каналам",22458,5,22473
1033,Рассчитывать показатели защищенности акустической речевой информации,22459,5,22474
1033,Проводить контроль подверженности технических средств акустоэлектрическим и акустоэлектромагнитным преобразованиям,22460,5,22475
1033,Проводить оценку защищенности акустической речевой информации от утечки по техническим каналам,22461,5,22476
1033,Оформлять протоколы оценки защищенности акустической речевой информации от утечки по техническим каналам,22462,5,22477
1034,"Проверять работоспособность средств защиты информации от несанкционированного доступа и специальных воздействий, выполнение правил их эксплуатации",22463,5,22478
1034,Анализировать и оценивать технологический процесс обработки информации,22464,5,22479
1034,Проводить оценку защищенности информации от несанкционированного доступа и специальных воздействий,22465,5,22480
1034,Оформлять отчетные материалы по результатам контроля защищенности информации от несанкционированного доступа и специальных воздействий (протокол контроля защищенности информации от несанкционированного доступа и специальных воздействий),22466,5,22481
1035,Разрабатывать техническое задание на создание технического средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22467,5,22482
1035,Разрабатывать проектно-сметную документацию на создание технического средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22468,5,22483
1035,Проектировать технические средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок с использованием современных программных средств проектирования электронных схем,22469,5,22484
1035,"Разрабатывать конструкторскую, технологическую и эксплуатационную документацию по правилам, установленным стандартами ЕСКД, ЕСТД и ЕСПД",22470,5,22485
1035,Изготавливать опытный образец технического средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22471,5,22486
1035,Разрабатывать программы и методики испытаний технического средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22472,5,22487
1035,Проводить испытания технического средства защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22473,5,22488
1036,Разрабатывать техническое задание на создание технического средства защиты акустической речевой информации от утечки по техническим каналам,22474,5,22489
1036,Разрабатывать проектно-сметную документацию на создание технического средства защиты акустической речевой информации от утечки по техническим каналам,22475,5,22490
1036,Проектировать техническое средство защиты акустической речевой информации от утечки по техническим каналам с использованием современных программных средств проектирования электронных схем,22476,5,22491
1036,"Разрабатывать конструкторскую, технологическую и эксплуатационную документацию по правилам, установленным стандартами ЕСКД, ЕСТД и ЕСПД",22477,5,22492
1036,Изготавливать опытный образец технического средства защиты акустической речевой информации от утечки по техническим каналам,22478,5,22493
1036,Разрабатывать программы и методики испытаний технического средства защиты акустической речевой информации от утечки по техническим каналам,22479,5,22494
1036,Проводить испытания технического средства защиты акустической речевой информации от утечки по техническим каналам,22480,5,22495
1037,Разрабатывать техническое задание на создание программно-технического средства защиты информации от несанкционированного доступа и специальных воздействий на нее,22481,5,22496
1037,Разрабатывать проектно-сметную документацию на создание программно-технического средства защиты информации от несанкционированного доступа и специальных воздействий на нее,22482,5,22497
1037,Проектировать с использованием современных программных средств проектирования программно-техническое средство защиты информации от несанкционированного доступа и специальных воздействий на нее,22483,5,22498
1037,"Разрабатывать конструкторскую, технологическую и эксплуатационную документацию по правилам, установленным стандартами ЕСКД, ЕСТД и ЕСПД",22484,5,22499
1037,Изготавливать опытный образец программно-технического средства защиты информации от несанкционированного доступа и специальных воздействий на нее,22485,5,22500
1037,Разрабатывать программы и методики испытаний программно-технического средства защиты информации от несанкционированного доступа и специальных воздействий на нее,22486,5,22501
1037,Проводить испытания программно-технического средства защиты информации от несанкционированного доступа и специальных воздействий на нее,22487,5,22502
1038,Разрабатывать техническое задание на создание технического средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22488,5,22503
1038,Разрабатывать проектно-сметную документацию на создание технического средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22489,5,22504
1038,Проектировать техническое средство контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок с использованием современных программных средств проектирования электронных схем,22490,5,22505
1038,"Разрабатывать конструкторскую, технологическую и эксплуатационную документацию по правилам, установленным стандартами ЕСКД, ЕСТД и ЕСПД",22491,5,22506
1038,Изготавливать опытный образец технического средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22492,5,22507
1038,Разрабатывать программы и методики испытаний технического средства контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22493,5,22508
1038,Проводить испытания технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,22494,5,22509
1039,Разрабатывать техническое задание на создание технического средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22495,5,22510
1039,Разрабатывать проектно-сметную документацию на создание технического средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22496,5,22511
1039,Проектировать техническое средство контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам с использованием современных программных средств проектирования электронных схем,22497,5,22512
1039,"Разрабатывать конструкторскую, технологическую и эксплуатационную документацию по правилам, установленным стандартами ЕСКД, ЕСТД и ЕСПД",22498,5,22513
1039,Изготавливать опытный образец технического средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22499,5,22514
1039,Разрабатывать программы и методики испытаний технического средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22500,5,22515
1039,Проводить испытания технического средства контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,22501,5,22516
1040,Разрабатывать техническое задание на создание программного (программно-технического) средства контроля защищенности информации от несанкционированного доступа,22502,5,22517
1040,Разрабатывать проектно-сметную документацию на создание программного (программно-технического) средства контроля защищенности информации от несанкционированного доступа,22503,5,22518
