id,code,name,general_function_id,qualification_level
1070,B/06.5,Тестирование интеграции ИР с внешними сервисами и учетными системами с использованием взаимодействия компонентов распределенной системы,159,5
1071,B/07.5,Проведение и регламентация работ по резервному копированию и развертыванию резервной копии ИР,159,5
1072,B/08.5,Управление доступом к данным и определение уровней прав пользователей ИР,159,5
1073,B/09.5,Обеспечение безопасной и бесперебойной работы сайта,159,5
1074,B/10.5,Регистрация и обработка запросов заказчика в службе технической поддержки,159,5
1075,B/11.5,Разработка процедур интеграции программных модулей,159,5
1076,B/12.5,Осуществление интеграции программных модулей и компонент и верификации выпусков программного продукта,159,5
1077,C/01.6,Анализ и формализация требований к ИР,160,6
1078,C/02.6,Разработка технических спецификаций на ИР,160,6
1079,C/03.6,Проектирование ИР,160,6
1080,C/04.6,Тестирование ИР с точки зрения пользовательского удобства на основании данных о поведении пользователей,160,6
1081,C/05.6,Организация работ по обеспечению безопасной работы ИР,160,6
1082,C/06.6,Организация работ по интеграционному тестированию ИР с внешними сервисами и учетными системами,160,6
1083,D/01.6,Управление процессом разработки программного обеспечения,161,6
1084,D/02.6,Руководство разработкой проектной и технической документации,161,6
1085,D/03.7,Руководство проектированием ИР,161,7
1086,D/04.7,"Управление процессами оценки сложности, трудоемкости, сроков выполнения работ",161,7
1087,D/05.7,Руководство проверкой работоспособности ИР,161,7
1088,D/06.7,Экспертная оценка функционирования ИР и планирование методов его реализации,161,7
1089,A/01.3,Инсталляция абонентского (терминального) телекоммуникационного оборудования,162,3
1090,B/01.4,Прием в эксплуатацию линейного телекоммуникационного оборудования,163,4
1091,C/01.5,Инсталляция станционного телекоммуникационного оборудования,164,5
1092,A/01.5,Установка сетевых устройств программно-конфигурируемых инфокоммуникационных сетей,165,5
1093,B/01.5,Осуществление регламентных работ по поддержке сетевых устройств и операционных систем программно-конфигурируемой сети,166,5
1094,C/01.6,Настройка компонента администрирования и оркестрации программно-конфигурируемых инфокоммуникационных сетей,167,6
1095,D/01.7,Диагностика и выявление ошибок сетевых устройств и операционных систем программно-конфигурируемых инфокоммуникационных сетей,168,7
1096,A/01.3,"Приемка телекоммуникационного оборудования, доставленного на монтажную площадку, с проверкой его соответствия документам",169,3
1097,B/01.4,Монтаж телекоммуникационных кабелей,170,4
1098,C/01.5,Проверка смонтированного телекоммуникационного кабеля,171,5
1099,A/01.5,"Управление видеоуслугами, доступными на абонентских устройствах при предоставлении услуги ""Телевидение по протоколу Интернета""",172,5
1100,B/01.6,"Настройка параметров клиент-серверной части при предоставлении услуги ""Доставка видеосигнала от провайдера контента на устройство пользователя по сетям передачи данных без прямого контакта с оператором связи""",173,6
1101,C/01.7,Осуществление долгосрочного прогнозирования продаж видеоуслуг через информационно-телекоммуникационную сеть Интернет,174,7
1102,A/01.5,Мониторинг штатного функционирования инфокоммуникационных систем,175,5
1103,B/01.6,Организация мониторинга и контроля функционирования инфокоммуникационных систем и сервисов,176,6
1104,C/01.7,Разработка методик контроля и мониторинга функционирования информационно-коммуникационных систем и требований к их автоматизации,177,7
1105,A/01.4,Мониторинг функционирования интеграционного решения в соответствии с трудовым заданием,178,4
1106,B/01.5,Тестирование интеграционного решения в соответствии с техническим заданием,179,5
1107,C/01.6,Инженерно-технологическая поддержка процесса согласования требований к интеграционному решению,180,6
1108,D/01.7,Согласование требований к интеграционному решению,181,7
